idx,frr,quagga,bird,batfish,gobgp,label,output
84250,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
84256,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
84274,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
84319,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
84320,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
84342,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
84343,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
84359,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84360,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84388,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
84389,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LC,yyyyyynnyy
84390,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MC,yyyyyynnyy
84408,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
84413,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LC,yyyyyynnyy
84414,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
84426,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
84427,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC_D,yyyyyynyyy
84437,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
84442,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84443,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
84444,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
84459,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_LC,yyyyyyynyy
84460,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_MC,yyyyyyynyy
84466,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLA_C,yyyyyynnyy
84471,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84472,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84474,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
84475,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
84593,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84596,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84597,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84645,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84705,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84706,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
84739,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
84761,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84774,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
84828,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84860,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
84861,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
84917,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
84940,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
84941,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
84958,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
84959,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
85019,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
85020,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85044,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85045,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
85104,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85109,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85110,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85111,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85113,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMC,yyyyyynnyy
85129,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_L,yyyyyynnyy
85130,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85131,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MC,yyyyyynnyy
85141,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
85149,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_LC,yyyyyyynyy
85150,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_MC,yyyyyyynyy
85151,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_D,yyyyyyynyy
85152,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_D,yyyyyyynyy
85153,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_D,yyyyyyynyy
85162,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
85163,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MD,yyyyyyynyy
85164,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
85165,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MD,yyyyyyynyy
85166,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
85168,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMD,yyyyyyynyy
85202,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
85214,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL,yyyyyynyyy
85230,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85235,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85236,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MC,yyyyyynnyy
85287,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85291,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85292,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MC,yyyyyynnyy
85311,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85312,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
85313,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85314,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85336,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85378,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85381,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85382,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LC,yyyyyynnyy
85383,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
85400,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
85409,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85410,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85412,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMC,yyyyyynnyy
85439,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL,yyyyyynyyy
85459,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
85475,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
85489,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
85495,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85496,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85497,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
85498,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85499,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85500,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85501,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
85502,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MD,yyyyyyynyy
85542,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
85543,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85573,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
85577,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85580,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
85596,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85598,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85599,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
85600,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
85626,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
85627,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85629,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
85647,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
85653,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85654,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85655,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_L,yyyyyynnyy
85656,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMC,yyyyyynnyy
85668,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
85673,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLA_M,yyyyyynnyy
85681,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85682,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85683,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85684,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
85685,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MD,yyyyyyynyy
85697,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
85701,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA_D,yyyyyynyyy
85705,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PL_D,yyyyyynyyy
85706,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85708,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMC,yyyyyynnyy
85745,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85749,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85750,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
85775,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
85776,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MC,yyyyyynnyy
85794,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_M,yyyyyynnyy
85800,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
85801,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85802,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85804,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMC,yyyyyyynyy
85827,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
85858,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_C,yyyyyyynyy
85859,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85860,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_M,yyyyyynnyy
85861,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
85900,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC,yyyyyynyyy
85903,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
85905,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85906,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85907,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85909,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
85920,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLCA,yyyyyynyyy
85921,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_LC,yyyyyynnyy
85922,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_MC,yyyyyynnyy
85924,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_D,yyyyyynnyy
85927,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_MD,yyyyyyynyy
85938,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLA_LC,yyyyyynnyy
85939,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_MC,yyyyyyynyy
85947,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LMD,yyyyyyynyy
85948,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LMD,yyyyyynnyy
85954,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
85958,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLA_C,yyyyyynnyy
85962,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85963,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
85964,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
85965,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
85978,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_C,yyyyyynnyy
86002,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
86009,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
86010,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
86011,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86012,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86013,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86014,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
86015,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86016,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
86032,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
86038,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
86039,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LC,yyyyyynnyy
86040,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
86041,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86042,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86043,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86044,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
86045,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86054,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
86055,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLC_D,yyyyyynyyy
86056,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_M,yyyyyynnyy
86065,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
86070,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86071,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86072,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86088,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_C,yyyyyyynyy
86094,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLA,yyyyyynyyy
86095,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LC,yyyyyyynyy
86096,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_MC,yyyyyyynyy
86098,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86099,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86100,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_LD,yyyyyyynyy
86101,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86102,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LM,yyyyyynnyy
86112,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PLCA,yyyyyynyyy
86114,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_LC,yyyyyyynyy
86115,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_MC,yyyyyyynyy
86120,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
86125,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86126,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86127,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86128,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
86129,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86137,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_L,yyyyyynnyy
86138,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_LC,yyyyyyynyy
86139,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLC_MC,yyyyyyynyy
86147,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PLA_C,yyyyyyynyy
86152,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86153,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86154,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
86155,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86162,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PLC_C,yyyyyynnyy
86172,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86173,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PL_D,yyyyyyynyy
86174,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_D,yyyyyynnyy
86175,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_LD,yyyyyynnyy
86176,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",PL_MD,yyyyyynnyy
86180,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LCA_LC,yyyyyyynyy
86181,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LCA_MC,yyyyyyynyy
86182,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LCA_D,yyyyyyynyy
86183,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LCA_D,yyyyyyynyy
86195,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_LD,yyyyyyynyy
86196,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_MD,yyyyyyynyy
86197,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_D,yyyyyyynyy
86200,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LC_LMD,yyyyyyynyy
86201,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LMD,yyyyyyynyy
86202,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LMD,yyyyyyynyy
86203,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",LA_LMD,yyyyyyynyy
98837,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
98846,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
98889,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
98901,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
98924,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
98963,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
98986,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_C,yyyyyynnyy
98997,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
99075,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
99127,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99213,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99225,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
99240,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",PC_C,yyyyyyynyy
99246,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99247,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99249,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
99252,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
99343,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99362,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
99379,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99435,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
99490,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99491,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99544,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99545,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
99619,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99620,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99682,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
99704,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99705,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99786,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99787,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99788,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
99789,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
99792,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
99816,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_L,yyyyyynnyy
99839,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_M,yyyyyynnyy
99840,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
99841,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99868,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
99872,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LMC,yyyyyyynyy
99891,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LC,yyyyyyynyy
99892,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
99956,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
99998,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
100018,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_C,yyyyyyynyy
100051,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",P,yyyyyynyyy
100105,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PC,yyyyyynyyy
100109,"yes,yes","yes,yes","yes,yes","no,yes","yes,yes",PA,yyyyyynyyy
100110,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_LC,yyyyyynnyy
100111,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MC,yyyyyyynyy
100112,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_D,yyyyyyynyy
100113,"yes,yes","yes,yes","yes,yes","no,no","yes,yes",P_D,yyyyyynnyy
100115,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_LD,yyyyyyynyy
100116,"yes,yes","yes,yes","yes,yes","yes,no","yes,yes",P_MD,yyyyyyynyy
